Gene,SRR5886303,SRR5886304,SRR5886305,SRR5886306
ANXA2P3,3,56,2,6
ANXA2R,64,43,64,41
ANXA3,2567,2488,2270,1520
ANXA4,902,810,653,548
ANXA5,16547,14681,9903,7435
ANXA6,1117,559,2136,1540
ANXA7,6214,4814,5176,4041
ANXA8,112,96,195,143
ANXA8L1,69,36,98,96
ANXA9,2,1,4,2
AOAH,3,1,0,0
AOAH-IT1,0,0,0,0
AOC1,0,0,0,1
AOC2,155,99,280,181
AOC3,42,25,100,94
AOC4P,0,0,0,0
AOPEP,980,702,1265,1011
AOX1,1137,960,290,225
AOX3P-AOX2P,0,0,2,0
AP1AR,1756,1949,823,771
AP1B1,2745,1011,2940,2467
AP1B1P1,0,1,0,0
AP1G1,3434,3188,4831,4017
AP1G2,231,78,422,295
AP1M1,751,319,717,622
AP1M2,1046,572,1441,960
AP1S1,1011,553,1087,875
AP1S2,1869,1775,679,596
AP1S3,430,455,465,362
AP2A1,532,196,659,534
AP2A2,689,361,697,603
AP2B1,11099,9051,7048,5720
AP2M1,10401,4950,10963,8445
AP2S1,1988,1084,1807,1453
AP3B1,2815,2804,2578,2051
AP3B2,195,177,105,100
AP3D1,3300,1790,2823,2558
AP3M1,5610,5634,4159,3139
AP3M2,1602,1438,881,604
AP3S1,2838,3072,1127,951
AP3S2,171,172,150,103
AP4B1,971,660,936,711
AP4B1-AS1,7,1,2,4
AP4E1,3459,3307,2039,1812
AP4M1,283,131,223,180
AP4S1,311,237,299,232
AP5B1,689,350,765,656
AP5M1,1384,1398,1392,1027
AP5S1,663,342,577,553
AP5Z1,298,84,320,300
APAF1,1043,986,925,763
APBA1,0,0,0,0
APBA2,0,0,1,0
APBA3,141,13,131,122
APBB1,14,4,12,24
APBB1IP,5,3,15,7
APBB2,1696,1307,636,602
APBB3,334,149,188,127
APC,3082,2893,2951,2308
APC2,5,0,8,13
APCDD1,0,0,0,0
APCDD1L,0,0,0,0
APCDD1L-DT,2,7,1,0
APCS,0,0,0,0
APEH,1970,710,2838,2219
APELA,0,0,0,0
APEX1,4578,3631,4871,3549
APEX2,1896,788,1841,1370
APH1A,3146,1839,2768,2167
APH1B,372,357,198,147
API5,7846,7593,6249,4705
APIP,1240,1368,1085,864
APLF,422,368,35,29
APLN,2,5,15,9
APLNR,0,0,0,0
APLP1,58,31,101,79
APLP2,11726,9388,7019,5619
APMAP,2775,1759,2167,1565
APOA1,0,0,0,0
APOA1-AS,0,0,0,1
APOA2,0,0,1,0
APOA4,0,0,0,0
APOA5,0,0,0,0
APOB,3,4,4,2
APOBEC1,0,0,0,0
APOBEC2,0,0,0,0
APOBEC3A,2,7,0,0
APOBEC3A_B,0,0,0,0
APOBEC3B,601,452,434,304
APOBEC3B-AS1,0,0,0,0
APOBEC3C,633,392,399,293
APOBEC3D,3,6,5,3
APOBEC3F,2,6,1,3
APOBEC3G,0,0,0,0
APOBEC3H,3,2,1,2
APOBEC4,0,0,0,0
APOBR,1,0,2,2
APOC1,0,0,1,0
APOC1P1,0,0,0,0
APOC2,0,0,0,0
APOC3,0,0,0,0
APOC4,0,0,0,0
APOC4-APOC2,0,0,0,0
APOD,1,1,2,0
APOE,0,1,1,3
APOF,0,0,0,0
APOH,0,0,0,0
APOL1,11,8,59,65
APOL2,1078,647,1323,922
APOL3,3,1,1,0
APOL4,0,0,0,0
APOL5,0,0,0,0
APOL6,5217,4228,1259,1064
APOLD1,184,196,87,54
APOM,13,8,15,15
APOO,1316,1218,1247,867
APOOL,1817,1718,1295,1025
APOOP5,14,15,11,8
APP,13193,9843,7803,6596
APPBP2,866,995,669,530
APPL1,3562,3896,3019,2571
APPL2,885,800,535,423
APRT,1238,249,2557,2043
APTR,151,106,136,87
APTX,1553,1262,1744,1199
AQP1,6,0,2,9
AQP10,0,0,0,0
AQP11,13,9,5,6
AQP12A,0,0,0,0
AQP12B,0,0,0,0
AQP2,0,0,0,0
AQP3,2673,1520,6066,4713
AQP4,0,0,0,0
AQP4-AS1,0,0,0,0
AQP5,0,0,0,3
AQP6,3,0,3,0
AQP7,0,0,0,3
AQP7P1,4,1,4,3
AQP7P3,2,3,1,0
AQP8,0,0,0,0
AQP9,0,0,1,0
AQR,6084,5757,5542,4207
AR,1053,837,1176,1073
ARAF,1624,671,1739,1457
ARAP1,658,317,1081,978
ARAP1-AS2,0,0,0,0
ARAP2,1069,1271,1020,691
ARAP3,143,62,98,68
ARC,4,1,2,0
ARCN1,5020,4642,4793,3671
AREG,53,56,72,59
AREL1,2924,2032,2399,1682
ARF1,2479,1294,5064,4085
ARF3,9851,7323,9311,6959
ARF4,6502,5820,5409,4969
ARF4-AS1,43,12,21,20
ARF5,1014,434,1087,801
ARF6,2918,3000,1995,1511
ARFGAP1,861,314,1337,1282
ARFGAP2,3588,1718,3160,2393
ARFGAP3,1936,1735,1277,1042
ARFGEF1,3331,3049,2117,1748
ARFGEF2,10657,8401,7791,5956
ARFGEF3,816,544,52,37
ARFIP1,1270,1109,799,633
ARFIP2,2207,981,2728,2145
ARFRP1,443,185,446,330
ARG1,0,0,0,0
ARG2,158,110,39,27
ARGFX,0,0,0,0
ARGFXP2,0,0,0,0
ARGLU1,1902,1663,1588,1166
ARHGAP1,875,357,848,806
ARHGAP10,1046,872,719,495
ARHGAP11A,5733,6198,4618,3802
ARHGAP11A-SCG5,0,0,1,2
ARHGAP11B,1050,1071,778,679
ARHGAP12,2141,1942,1389,1008
ARHGAP15,8,7,4,7
ARHGAP17,1007,767,1229,1041
ARHGAP18,1226,1208,1688,1289
ARHGAP19,809,670,910,690
ARHGAP19-SLIT1,0,1,1,0
ARHGAP20,236,215,139,74
ARHGAP21,7684,6095,7194,5825
ARHGAP22,2,6,1,1
ARHGAP22-IT1,0,0,0,0
ARHGAP23,296,160,389,444
ARHGAP24,247,205,54,53
ARHGAP25,138,101,4,2
ARHGAP26,1114,807,555,409
ARHGAP26-AS1,0,0,0,1
ARHGAP26-IT1,15,5,4,3
ARHGAP27,138,67,247,210
ARHGAP27P1,21,1,6,13
ARHGAP27P1-BPTFP1-KPNA2P3,51,63,57,46
ARHGAP27P2,1,1,0,1
ARHGAP28,1139,995,984,728
ARHGAP29,6476,7030,2172,1701
ARHGAP30,0,1,0,0
ARHGAP31,7,11,0,0
ARHGAP31-AS1,0,0,0,0
ARHGAP32,669,440,362,286
ARHGAP33,21,3,18,24
ARHGAP35,4630,3451,4047,3328
ARHGAP36,0,0,0,0
ARHGAP39,208,85,149,169
ARHGAP4,2,1,2,0
ARHGAP40,20,7,4,4
ARHGAP42,4359,4188,1057,782
ARHGAP44,0,0,6,7
ARHGAP45,295,88,345,316
ARHGAP5,16022,16369,11008,8657
ARHGAP5-AS1,46,33,66,50
ARHGAP6,118,74,19,14
ARHGAP8,0,0,0,0
ARHGAP9,24,16,0,1
ARHGDIA,777,286,1104,1164
ARHGDIB,27,28,17,29
ARHGDIG,0,0,0,0
ARHGEF1,497,114,734,608
ARHGEF10,1783,1232,1325,1156
ARHGEF10L,249,75,263,245
ARHGEF11,1792,974,1852,1474
ARHGEF12,9974,9061,6779,5020
ARHGEF15,0,0,0,0
ARHGEF16,118,32,366,352
ARHGEF17,837,261,1179,1054
ARHGEF18,1910,912,1218,949
ARHGEF19,174,73,190,189
ARHGEF2,5067,2772,1396,1119
ARHGEF25,6,0,16,14
ARHGEF26,92,92,163,127
ARHGEF26-AS1,0,0,0,0
ARHGEF28,4891,4509,1616,1103
ARHGEF3,777,630,926,731
ARHGEF3-AS1,0,0,0,0
ARHGEF33,3,4,0,4
ARHGEF34P,18,5,50,40
ARHGEF35,0,2,1,2
ARHGEF35-AS1,0,0,0,0
ARHGEF37,5,2,10,4
ARHGEF38,0,0,4,0
ARHGEF38-IT1,0,0,0,0
ARHGEF39,949,539,766,571
ARHGEF4,622,241,907,818
ARHGEF40,241,81,76,60
ARHGEF5,79,54,149,117
ARHGEF6,0,0,0,1
ARHGEF7,1522,1078,1492,1128
ARHGEF7-AS1,1,0,0,0
ARHGEF7-AS2,0,0,0,0
ARHGEF9,586,441,361,317
ARHGEF9-IT1,1,2,10,2
ARID1A,1645,909,1194,1286
ARID1B,2660,1592,1998,1935
ARID2,5199,4482,4310,3917
ARID3A,85,42,15,17
ARID3B,108,52,87,85
ARID3C,0,0,1,1
ARID4A,733,839,626,510
ARID4B,1892,2098,1673,1346
ARID5A,104,24,97,94
ARID5B,4875,4083,4986,4108
ARIH1,5180,4767,4046,3143
ARIH2,6373,4501,4792,3406
ARIH2OS,21,24,5,11
ARL1,2060,1924,2038,1607
ARL10,0,0,0,0
ARL11,0,0,0,0
ARL13A,0,2,0,1
ARL13B,817,878,552,419
ARL14,3,6,2,1
ARL14EP,1347,1450,844,630
ARL14EPL,0,0,0,1
ARL15,155,163,142,100
ARL16,620,335,523,351
ARL17A,194,145,127,159
ARL17B,8,12,8,10
ARL2,462,145,564,565
ARL2-SNX15,6,1,13,5
ARL2BP,1173,996,1261,912
ARL3,198,200,230,194
ARL4A,1173,1146,1110,746
ARL4C,96,75,23,14
ARL4D,97,64,104,42
ARL5A,3467,3559,2901,2629
ARL5B,4504,5178,2095,1988
ARL5C,0,0,1,0
ARL6,194,123,100,88
ARL6IP1,7041,6860,10972,8422
ARL6IP4,1176,448,1228,1037
ARL6IP5,2210,2067,2445,2271
ARL6IP6,689,744,558,444
ARL8A,174,115,219,196
ARL8B,5137,5094,3312,2737
ARL9,5,4,1,3
ARLNC1,64,54,94,73
ARMC1,3287,3225,1838,1633
ARMC10,1750,1641,1512,1156
ARMC12,2,2,1,2
ARMC2,78,45,57,39
ARMC2-AS1,0,0,0,0
ARMC3,0,0,0,0
ARMC4,430,351,194,133
ARMC4P1,1,1,0,0
ARMC5,68,28,135,145
ARMC6,991,278,1438,1104
ARMC7,84,33,88,71
ARMC8,2482,2322,2130,1679
ARMC9,710,572,320,241
ARMCX1,0,0,0,0
ARMCX2,7,4,12,16
ARMCX3,1571,1451,1370,1038
ARMCX4,1,0,0,1
ARMCX5,257,252,294,225
ARMCX5-GPRASP2,82,93,114,80
ARMCX6,361,208,401,328
ARMH1,1,3,9,2
ARMH2,0,0,0,0
ARMH3,1081,879,801,701
ARMH4,2,1,1,0
ARMS2,0,0,0,0
ARMT1,1512,1436,1383,1160
ARNT,2314,2051,1972,1502
ARNT2,272,164,63,76
ARNTL,943,676,221,209
ARNTL2,1925,1893,988,686
ARNTL2-AS1,0,0,0,0
ARPC1A,2146,1440,2254,1717
ARPC1B,986,453,1633,1475
ARPC2,4614,3795,2932,2263
ARPC3,4600,4183,3723,2631
ARPC4,2587,1572,2738,2089
ARPC4-TTLL3,0,0,0,0
ARPC5,4308,3959,4620,3555
ARPC5L,1767,1363,1542,1099
ARPIN,641,535,707,502
ARPIN-AP3S2,0,0,6,5
ARPP19,7522,7116,6683,5750
ARPP21,0,0,0,0
ARR3,0,0,0,0
ARRB1,859,421,1255,1010
ARRB2,559,353,436,355
ARRDC1,139,45,267,199
ARRDC1-AS1,327,132,281,227
ARRDC2,268,156,377,267
ARRDC3,3689,3652,2931,2369
ARRDC3-AS1,35,27,74,36
ARRDC4,532,528,349,273
ARRDC5,0,0,0,0
ARSA,78,27,131,82
ARSB,1022,782,1049,819
ARSD,113,54,24,29
ARSD-AS1,0,0,0,0
ARSF,0,0,0,0
ARSG,381,296,498,366
ARSH,0,0,0,0
ARSI,3,2,4,3
ARSJ,608,488,296,193
ARSK,183,218,206,188
ARSL,0,0,0,0
ART1,0,0,0,1
ART3,8,3,2,1
ART4,1,2,0,2
ART5,0,8,9,9
ARTN,22,11,24,32
ARV1,301,250,427,297
ARVCF,63,16,47,69
ARX,0,0,3,0
AS-PTPRE,0,0,0,2
AS3MT,0,0,0,0
ASAH1,2228,1843,1377,1028
ASAH2,0,1,11,8
ASAH2B,442,433,327,257
ASAP1,5862,5168,3191,2984
ASAP1-IT1,201,103,137,130
ASAP1-IT2,42,39,32,27
ASAP2,2944,2700,1331,1165
ASAP3,132,53,180,136
ASB1,1009,566,621,512
ASB10,0,0,0,0
ASB11,0,0,0,0
ASB12,0,0,0,0
ASB13,624,355,748,555
ASB14,1,2,1,0
ASB15,0,0,0,0
ASB15-AS1,0,0,0,0
ASB16,1,0,0,1
ASB16-AS1,118,63,136,146
ASB17,0,0,0,0
ASB18,0,0,0,0
ASB2,2,1,0,0
ASB3,133,96,119,88
ASB4,0,0,0,0
ASB5,4,6,3,2
ASB6,727,256,988,695
ASB7,1039,948,934,704
ASB8,1640,1241,1076,790
ASB9,280,190,436,293
ASB9P1,1,2,0,0
ASCC1,1601,1320,1537,1188
ASCC2,2383,1286,2166,1811
ASCC3,13577,13217,9483,7086
ASCL1,0,0,0,0
ASCL2,0,0,0,0
ASCL3,0,0,0,0
ASCL4,0,0,0,0
ASCL5,0,1,0,1
ASDURF,0,0,0,0
ASF1A,1272,1361,1245,955
ASF1B,1138,641,1333,1004
ASGR1,3,3,1,0
ASGR2,0,0,0,0
ASH1L,9615,8293,8339,6984
ASH1L-AS1,113,105,94,119
ASH2L,1257,1190,776,682
ASIC1,85,38,117,78
ASIC2,0,0,0,0
ASIC3,12,0,22,13
ASIC4,0,0,0,0
ASIC5,0,0,0,0
ASIP,0,0,0,0
ASL,301,78,241,190
ASMT,0,0,0,0
ASMTL,371,120,379,350
ASMTL-AS1,141,56,193,183
ASNS,298,180,52,28
ASNSD1,2928,2670,2111,1446
ASNSP1,0,3,0,0
ASPA,0,0,0,0
ASPDH,0,0,0,0
ASPG,18,1,7,5
ASPH,14452,13792,14080,12023
ASPHD1,90,19,236,151
ASPHD2,6,3,1,0
ASPM,17519,18846,15963,12760
ASPN,0,2,0,0
ASPRV1,10,6,33,39
ASPSCR1,191,49,331,282
ASRGL1,496,304,397,279
ASS1,6906,2858,20088,15441
ASTE1,473,399,513,359
ASTL,0,1,0,1
ASTN1,0,0,0,0
ASTN2,129,68,117,107
ASTN2-AS1,0,0,0,0
ASXL1,6607,3920,4650,3882
ASXL2,4038,3343,2702,2603
ASXL3,0,0,0,0
ASZ1,0,0,0,0
ATAD1,4669,4651,4445,3442
ATAD2,24561,26378,14863,10744
ATAD2B,2055,1939,1455,1358
ATAD3A,444,118,756,607
ATAD3B,1177,421,1653,1325
ATAD3C,0,0,1,1
ATAD5,3765,4294,2676,2154
ATAT1,183,102,132,146
ATCAY,0,0,0,0
ATE1,2568,2429,1873,1604
ATE1-AS1,2,3,8,6
ATF1,4941,5073,2895,2288
ATF2,3625,3283,2386,1911
ATF3,2970,2521,770,576
ATF4,18654,12699,6797,4850
ATF5,146,122,266,168
ATF6,7523,6896,5599,3990
ATF6B,1177,486,1176,1022
ATF7,1498,1090,955,893
ATF7-NPFF,7,2,2,7
ATF7IP,2818,2502,1886,1663
ATF7IP2,60,56,143,97
ATG10,310,263,259,184
ATG101,2285,961,2174,1544
ATG12,2582,2288,1156,970
ATG13,3433,2246,2615,1886
ATG14,1884,1636,1313,1000
ATG16L1,1073,711,1235,980
ATG16L2,66,21,51,32
ATG2A,502,127,627,584
ATG2B,4244,3945,2465,1976
ATG3,4292,4343,3403,2529
ATG4A,1218,1079,789,527
ATG4B,511,260,572,438
ATG4C,548,627,435,315
ATG4D,103,27,198,159
ATG5,2796,2709,1568,1149
ATG7,1545,1051,1333,941
ATG9A,1072,494,1202,1000
ATG9B,2,0,2,0
ATIC,1595,1697,1680,1386
ATL1,123,89,19,30
ATL2,4221,4003,4030,3072
ATL3,12144,11468,8622,7539
ATM,7016,7239,4768,3625
ATMIN,2899,2446,3550,2717
ATN1,221,72,296,448
ATOH1,0,0,1,0
ATOH7,4,3,1,1
ATOH8,8,7,20,19
ATOX1,612,217,579,464
ATP10A,0,0,0,0
ATP10B,0,0,0,1
ATP10D,1819,1548,1759,1291
ATP11A,1690,1145,1637,1549
ATP11A-AS1,0,0,0,0
ATP11AUN,0,0,0,0
ATP11B,3914,3830,1884,1543
ATP11C,2256,2385,2639,2253
ATP12A,0,0,0,0
ATP13A1,754,303,1017,1002
ATP13A2,196,52,232,237
ATP13A3,26818,28782,15000,12109
ATP13A4,0,0,0,0
ATP13A4-AS1,0,0,0,0
ATP13A5,0,0,0,0
ATP13A5-AS1,0,0,0,0
ATP1A1,17990,14432,17969,14322
ATP1A1-AS1,29,17,23,13
ATP1A2,10,9,1,0
ATP1A3,4,0,4,3
ATP1A4,0,0,0,0
ATP1B1,3009,3064,3095,2649
ATP1B2,3,0,2,2
ATP1B3,8973,8992,10329,7633
ATP1B4,0,1,0,0
ATP23,117,124,170,109
ATP2A1,1,0,12,3
ATP2A1-AS1,43,16,52,31
ATP2A2,12341,9703,13535,12790
ATP2A3,8,1,26,15
ATP2B1,25563,26717,11098,8721
ATP2B1-AS1,112,122,19,16
ATP2B2,0,1,0,0
ATP2B2-IT2,0,0,0,0
ATP2B3,0,0,0,0
ATP2B4,1528,1052,2048,1847
ATP2C1,9975,8882,5257,4538
ATP2C2,0,0,6,3
ATP2C2-AS1,13,7,29,28
ATP4A,0,0,0,0
ATP4B,0,0,0,0
ATP5F1A,12923,9458,14103,10101
ATP5F1B,34979,25848,37498,27517
ATP5F1C,6830,6211,7118,5262
ATP5F1D,175,15,400,342
ATP5F1E,1576,939,1640,1327
ATP5IF1,1777,1469,1785,1287
ATP5MC1,1614,730,2377,1763
ATP5MC2,6408,3313,7918,5657
ATP5MC3,4158,3453,5415,4062
ATP5MD,3977,3692,3573,2633
ATP5ME,783,535,999,801
ATP5MF,3081,1964,3150,2337
ATP5MF-PTCD1,0,0,0,0
ATP5MG,2534,1823,2433,1723
ATP5MGL,12,13,11,11
ATP5MPL,2836,2429,3144,2170
ATP5PB,9153,7734,9484,7111
ATP5PD,2353,1826,2207,1598
ATP5PF,1292,1393,1235,1026
ATP5PO,2878,2728,2913,2058
ATP6AP1,2042,960,2151,1631
ATP6AP1L,231,198,100,54
ATP6AP2,6592,6510,3364,2871
ATP6V0A1,1406,994,1211,1047
ATP6V0A2,2282,1973,1802,1344
ATP6V0A4,237,144,212,134
ATP6V0B,2084,770,2897,2109
ATP6V0C,145,78,330,343
ATP6V0CP3,0,0,0,0
ATP6V0D1,1119,388,1816,1346
ATP6V0D2,0,0,0,0
ATP6V0E1,3246,2439,3199,2534
ATP6V0E2,52,19,123,101
ATP6V0E2-AS1,45,29,76,52
ATP6V1A,7817,7656,6285,5139
ATP6V1B1,1,0,2,2
ATP6V1B1-AS1,3,1,1,12
ATP6V1B2,4644,4146,2377,1836
ATP6V1C1,5054,5194,3856,3035
ATP6V1C2,17,20,30,39
ATP6V1D,3360,3131,1950,1426
ATP6V1E1,5737,4438,5148,3790
ATP6V1E2,110,83,147,75
ATP6V1F,874,437,891,729
ATP6V1FNB,5,4,10,3
ATP6V1G1,3315,2576,2786,2286
ATP6V1G2,4,3,4,1
ATP6V1G2-DDX39B,80,29,93,48
ATP6V1G3,3,9,0,0
ATP6V1H,1983,1853,1644,1198
ATP7A,1194,1289,1129,904
ATP7B,57,40,176,134
ATP8A1,46,37,159,134
ATP8A2,13,8,2,4
ATP8B1,474,518,240,188
ATP8B2,74,37,108,80
ATP8B3,83,29,132,114
ATP8B4,248,246,150,135
ATP8B5P,4,2,2,1
ATP9A,1886,1307,2053,1681
ATP9B,159,132,177,105
ATPAF1,1069,974,1287,919
ATPAF2,298,150,361,231
ATPSCKMT,1429,1299,1273,1045
ATR,6849,6580,5662,4344
ATRAID,2304,1561,3119,2323
ATRIP,55,28,54,51
ATRIP-TREX1,15,4,15,8
ATRN,2500,1987,2022,1620
ATRNL1,1,2,1,0
ATRX,13028,15268,9354,7100
ATXN1,3088,2771,1046,962
ATXN1-AS1,146,185,81,99
ATXN10,2586,2499,3046,2407
ATXN1L,1172,811,1900,1352
ATXN2,1376,1152,843,909
ATXN2-AS,5,4,4,11
ATXN2L,1669,1112,1334,1528
ATXN3,907,1029,678,546
ATXN3L,0,0,0,0
ATXN7,1431,1107,1124,831
ATXN7L1,307,212,229,219
ATXN7L2,145,68,209,187
ATXN7L3,1170,549,1399,1152
ATXN7L3B,3445,2868,2774,1951
ATXN8OS,0,0,0,0
AUH,487,453,451,269
AUNIP,1405,1292,1062,729
AUP1,3274,1492,4288,3113
AURKA,6189,4988,7171,4988
AURKAIP1,819,191,1233,997
AURKAP1,144,114,159,153
AURKB,2475,1214,2243,1777
AURKC,2,1,2,0
AUTS2,288,176,159,130
AVEN,776,581,696,522
AVIL,33,13,10,4
AVL9,4078,3839,2295,1690
AVP,0,0,0,0
AVPI1,1196,698,2390,1787
AVPR1A,0,0,1,0
AVPR1B,0,0,0,0
AVPR2,0,0,1,0
AWAT1,0,0,0,0
AWAT2,0,0,0,0
AXDND1,3,3,3,5
AXIN1,587,206,1184,1006
AXIN2,8,5,17,5
AXL,4778,3376,1846,1312
AZGP1,0,0,0,0
AZGP1P1,0,0,1,0
AZI2,3311,3451,1811,1475
AZIN1,7469,8114,4964,3707
AZIN1-AS1,2,0,2,3
AZIN2,1,0,0,0
AZU1,0,0,1,2
B2M,28129,27787,21330,17004
B3GALNT1,0,0,0,0
B3GALNT2,2644,2427,2283,1598
B3GALT1,0,0,0,0
B3GALT1-AS1,0,0,0,0
B3GALT2,0,1,0,0
B3GALT4,17,4,20,7
B3GALT5,0,4,0,0
B3GALT5-AS1,0,0,0,0
B3GALT6,775,388,587,443
B3GAT1,0,0,0,0
B3GAT2,2,7,2,0
B3GAT3,320,86,482,410
B3GLCT,715,565,428,382
B3GNT10,283,284,132,117
B3GNT2,378,348,452,405
B3GNT3,1,0,11,3
B3GNT4,10,10,33,46
B3GNT5,369,415,195,159
B3GNT6,0,0,0,0
B3GNT7,0,0,1,1
B3GNT8,0,0,0,0
B3GNT9,90,61,86,113
B3GNTL1,99,50,102,55
B4GALNT1,22,2,77,65
B4GALNT2,0,0,0,1
B4GALNT3,7,2,2,5
B4GALNT4,126,47,261,223
B4GALT1,5898,5224,7426,6485
B4GALT1-AS1,11,2,11,11
B4GALT2,814,315,1367,1041
B4GALT3,904,509,1278,899
B4GALT4,440,394,479,368
B4GALT4-AS1,0,0,0,0
B4GALT5,2574,2089,3035,2110
B4GALT6,510,469,361,384
B4GALT7,244,49,328,216
B4GAT1,361,189,717,540
B9D1,340,96,498,435
B9D2,88,46,106,80
BAALC,0,0,1,0
BAALC-AS1,4,1,2,0
BAALC-AS2,0,0,0,0
BAAT,10,9,18,11
BABAM1,1578,791,1568,1347
BABAM2,1116,947,988,776
BABAM2-AS1,7,6,3,6
BACE1,108,69,116,85
BACE1-AS,21,21,16,19
BACE2,6018,4037,17508,13886
BACH1,6169,5536,2173,1757
BACH1-IT2,85,43,41,20
BACH1-IT3,31,15,15,5
BACH2,203,161,32,30
BAD,38,7,47,46
BAG1,3923,3035,6060,4872
BAG2,3003,2902,3991,3500
BAG3,510,376,1040,958
BAG4,1923,1930,1318,1204
BAG5,3651,3627,2669,1977
BAG6,4781,2317,4434,4227
BAGE,0,0,0,0
BAGE2,0,0,0,0
BAGE3,0,0,0,0
BAGE4,0,0,0,0
BAGE5,0,0,0,0
BAHCC1,5,9,54,86
BAHD1,345,196,545,552
BAIAP2,488,160,501,483
BAIAP2-DT,77,34,47,42
BAIAP2L1,2336,1684,1997,1576
BAIAP2L2,4,1,4,1
BAIAP3,6,4,6,8
BAK1,891,352,695,551
BAMBI,360,229,259,227
BANCR,2,1,8,12
BANF1,1877,1125,2215,1585
BANF2,0,0,0,0
BANK1,0,1,0,0
BANP,314,144,345,305
BAP1,1464,498,2040,1614
BARD1,1722,1749,1276,1003
BARHL1,0,0,0,0
BARHL2,0,0,0,0
BARX1,0,0,0,0
BARX1-DT,0,0,0,0
BARX2,0,0,0,0
BASP1,7059,6713,11199,9462
BASP1-AS1,9,6,100,101
BASP1P1,0,0,0,0
BATF,0,0,1,0
BATF2,0,0,1,0
BATF3,40,11,39,27
BAX,638,178,548,412
BAZ1A,6586,7330,6632,4835
BAZ1B,14722,13323,9624,7698
BAZ2A,2907,1862,2819,2749
BAZ2B,2237,2184,1355,1089
BBC3,114,25,34,58
BBIP1,682,574,435,400
BBOF1,91,105,44,35
BBOX1,0,0,0,0
BBOX1-AS1,0,0,0,0
BBS1,292,125,334,289
BBS10,750,866,392,365
BBS12,178,118,93,51
BBS2,769,711,807,594
BBS4,464,329,488,329
BBS5,54,39,24,12
BBS7,882,861,516,373
BBS9,348,348,325,224
BBX,11473,10843,9588,7845
BCAM,11,2,41,51
BCAN,1,0,0,2
BCAP29,137,112,70,72
BCAP31,3458,1717,3673,2982
BCAR1,223,31,471,550
BCAR3,2080,1289,1131,789
BCAR3-AS1,1,0,2,0
BCAR4,0,0,1,0
BCAS1,1,1,0,0
BCAS2,2794,2548,2213,1785
BCAS3,472,284,310,265
BCAS4,19,9,29,24
BCAT1,5795,6171,2618,2143
BCAT2,374,102,563,467
BCCIP,4416,4375,4360,3196
BCDIN3D,276,220,295,231
BCDIN3D-AS1,35,22,28,23
BCHE,0,0,1,4
BCKDHA,406,82,537,411
BCKDHB,353,318,208,192
BCKDK,491,199,802,625
BCL10,907,802,546,428
BCL11A,0,0,0,0
BCL11B,0,0,2,0
BCL2,238,196,138,139
BCL2A1,0,2,0,0
BCL2L1,1563,944,1016,758
BCL2L10,0,0,0,0
BCL2L11,1749,1355,863,834
BCL2L12,154,82,258,175
BCL2L13,3912,2621,2746,1993
BCL2L14,0,0,0,0
BCL2L15,9,5,4,6
BCL2L2,1233,986,949,705
BCL2L2-PABPN1,0,0,5,0
BCL3,74,25,98,117
BCL6,634,403,568,598
BCL6B,7,2,13,7
BCL7A,319,196,340,255
BCL7B,1287,806,1027,814
BCL7C,109,18,276,197
BCL9,235,158,576,595
BCL9L,436,78,523,833
BCLAF1,13561,15177,9727,7520
BCLAF3,701,739,331,239
BCO1,0,0,0,0
BCO2,9,9,6,13
BCOR,1169,797,1402,1257
BCORL1,117,28,77,118
BCORP1,0,0,0,0
BCR,1760,777,1723,1513
BCRP2,0,0,0,0
BCRP3,0,0,2,4
BCS1L,1050,474,1137,881
BCYRN1,230,187,231,184
BDH1,370,203,267,193
BDH2,274,240,287,200
BDKRB1,4,3,14,9
BDKRB2,214,110,739,476
BDNF,695,591,191,67
BDNF-AS,1,0,0,1
BDP1,9780,10908,6509,4788
BEAN1,0,0,0,4
BEAN1-AS1,0,1,0,0
BECN1,2173,1915,1835,1377
BECN2,0,0,0,1
BEGAIN,5,7,22,22
BEND2,0,0,0,0
BEND3,459,289,776,671
BEND3P3,0,0,0,0
BEND4,0,0,0,0
BEND5,0,0,0,0
BEND6,211,195,49,53
BEND7,0,0,0,0
BEST1,256,121,12,4
BEST2,2,2,0,0
BEST3,4,10,6,6
BEST4,1,2,0,3
BET1,1023,1065,726,603
BET1L,551,233,609,464
BEX1,0,0,0,0
BEX2,29,23,1,0
BEX3,3619,2878,4813,3788
BEX4,4,1,0,0
BEX5,2,0,0,0
BFAR,2003,1454,2618,1892
BFSP1,39,41,32,24
BFSP2,0,0,0,0
BFSP2-AS1,1,0,0,0
BGLAP,1,0,0,0
BGLT3,0,0,0,0
BGN,0,0,0,0
BHLHA15,1,0,6,9
BHLHA9,0,0,0,0
BHLHB9,0,0,0,0
BHLHE22,0,0,0,0
BHLHE23,0,0,0,0
BHLHE40,2169,1565,3812,2983
BHLHE40-AS1,15,16,9,12
BHLHE41,203,156,27,27
BHMG1,2,0,2,3
BHMT,0,0,0,0
BHMT2,0,0,0,0
BICC1,6703,6118,1584,1200
BICD1,807,592,517,475
BICD2,1444,939,1784,1554
BICDL1,22,10,85,59
BICDL2,0,0,0,0
BICRA,25,12,27,43
BICRAL,857,597,698,605
BID,1108,762,1296,958
BIK,39,6,20,18
BIN1,897,278,1121,845
BIN2,0,0,0,0
BIN3,421,212,361,295
